Responder Type,Year,Survey Responder,Survey question,Response option,Percent,N
Industry,2021,Finance and insurance,"Employment change, prior 12 months",Increased,17%,162
Industry,2021,Healthcare and education,"Employment change, prior 12 months",Increased,23%,1419
Industry,2021,Leisure and hospitality,"Employment change, prior 12 months",Increased,25%,1718
Industry,2021,Manufacturing,"Employment change, prior 12 months",Increased,33%,1091
Industry,2021,Non-manufacturing goods production & associated services,"Employment change, prior 12 months",Increased,25%,1635
Industry,2021,Professional services and real estate,"Employment change, prior 12 months",Increased,27%,1790
Industry,2021,Retail,"Employment change, prior 12 months",Increased,22%,1180
Industry,2022,Business support and consumer services,"Employment change, prior 12 months",Increased,31%,1017
Industry,2022,Finance and insurance,"Employment change, prior 12 months",Increased,19%,113
Industry,2022,Healthcare and education,"Employment change, prior 12 months",Increased,27%,1085
Industry,2022,Leisure and hospitality,"Employment change, prior 12 months",Increased,28%,1160
Industry,2022,Manufacturing,"Employment change, prior 12 months",Increased,38%,863
Industry,2022,Non-manufacturing goods production & associated services,"Employment change, prior 12 months",Increased,31%,1177
Industry,2022,Professional services and real estate,"Employment change, prior 12 months",Increased,32%,1279
Industry,2022,Retail,"Employment change, prior 12 months",Increased,24%,844
Industry,2023,Business support and consumer services,"Employment change, prior 12 months",Increased,28%,802
Industry,2023,Finance and insurance,"Employment change, prior 12 months",Increased,27%,99
Industry,2023,Healthcare and education,"Employment change, prior 12 months",Increased,41%,714
Industry,2023,Leisure and hospitality,"Employment change, prior 12 months",Increased,28%,817
Industry,2023,Manufacturing,"Employment change, prior 12 months",Increased,26%,742
Industry,2023,Non-manufacturing goods production & associated services,"Employment change, prior 12 months",Increased,29%,1020
Industry,2023,Professional services and real estate,"Employment change, prior 12 months",Increased,31%,1116
Industry,2023,Retail,"Employment change, prior 12 months",Increased,18%,685
Industry,2016,Business support and consumer services,"Employment expectations, next 12 months",Will increase,45%,1098
Industry,2016,Finance and insurance,"Employment expectations, next 12 months",Will increase,30%,223
Industry,2016,Healthcare and education,"Employment expectations, next 12 months",Will increase,51%,590
Industry,2016,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,38%,627
Industry,2016,Manufacturing,"Employment expectations, next 12 months",Will increase,53%,1267
Industry,2016,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,47%,2238
Industry,2016,Professional services and real estate,"Employment expectations, next 12 months",Will increase,51%,2787
Industry,2016,Retail,"Employment expectations, next 12 months",Will increase,34%,935
Industry,2017,Business support and consumer services,"Employment expectations, next 12 months",Will increase,50%,957
Industry,2017,Finance and insurance,"Employment expectations, next 12 months",Will increase,41%,281
Industry,2017,Healthcare and education,"Employment expectations, next 12 months",Will increase,56%,649
Industry,2017,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,42%,531
Industry,2017,Manufacturing,"Employment expectations, next 12 months",Will increase,56%,1293
Industry,2017,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,50%,1511
Industry,2017,Professional services and real estate,"Employment expectations, next 12 months",Will increase,53%,1805
Industry,2017,Retail,"Employment expectations, next 12 months",Will increase,36%,709
Industry,2018,Business support and consumer services,"Employment expectations, next 12 months",Will increase,52%,857
Industry,2018,Finance and insurance,"Employment expectations, next 12 months",Will increase,32%,144
Industry,2018,Healthcare and education,"Employment expectations, next 12 months",Will increase,48%,566
Industry,2018,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,42%,533
Industry,2018,Manufacturing,"Employment expectations, next 12 months",Will increase,48%,1006
Industry,2018,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,45%,1258
Industry,2018,Professional services and real estate,"Employment expectations, next 12 months",Will increase,48%,1369
Industry,2018,Retail,"Employment expectations, next 12 months",Will increase,33%,717
Industry,2019,Business support and consumer services,"Employment expectations, next 12 months",Will increase,46%,688
Industry,2019,Finance and insurance,"Employment expectations, next 12 months",Will increase,45%,127
Industry,2019,Healthcare and education,"Employment expectations, next 12 months",Will increase,48%,439
Industry,2019,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,42%,463
Industry,2019,Manufacturing,"Employment expectations, next 12 months",Will increase,51%,662
Industry,2019,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,46%,963
Industry,2019,Professional services and real estate,"Employment expectations, next 12 months",Will increase,48%,1122
Industry,2019,Retail,"Employment expectations, next 12 months",Will increase,30%,560
Industry,2020,Business support and consumer services,"Employment expectations, next 12 months",Will increase,32%,1412
Industry,2020,Finance and insurance,"Employment expectations, next 12 months",Will increase,27%,157
Industry,2020,Healthcare and education,"Employment expectations, next 12 months",Will increase,36%,1025
Industry,2020,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,32%,1365
Industry,2020,Manufacturing,"Employment expectations, next 12 months",Will increase,40%,1001
Industry,2020,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,32%,1553
Industry,2020,Professional services and real estate,"Employment expectations, next 12 months",Will increase,32%,1889
Industry,2020,Retail,"Employment expectations, next 12 months",Will increase,26%,1010
Industry,2021,Business support and consumer services,"Employment expectations, next 12 months",Will increase,43%,1582
Industry,2021,Finance and insurance,"Employment expectations, next 12 months",Will increase,30%,163
Industry,2021,Healthcare and education,"Employment expectations, next 12 months",Will increase,40%,1422
Industry,2021,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,43%,1738
Industry,2021,Manufacturing,"Employment expectations, next 12 months",Will increase,50%,1096
Industry,2021,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,41%,1643
Industry,2021,Professional services and real estate,"Employment expectations, next 12 months",Will increase,45%,1804
Industry,2021,Retail,"Employment expectations, next 12 months",Will increase,34%,1187
Industry,2022,Business support and consumer services,"Employment expectations, next 12 months",Will increase,39%,1026
Industry,2022,Finance and insurance,"Employment expectations, next 12 months",Will increase,32%,115
Industry,2022,Healthcare and education,"Employment expectations, next 12 months",Will increase,43%,1089
Industry,2022,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,37%,1172
Industry,2022,Manufacturing,"Employment expectations, next 12 months",Will increase,46%,877
Industry,2022,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,46%,1180
Industry,2022,Professional services and real estate,"Employment expectations, next 12 months",Will increase,39%,1286
Industry,2022,Retail,"Employment expectations, next 12 months",Will increase,28%,854
Industry,2023,Business support and consumer services,"Employment expectations, next 12 months",Will increase,39%,809
Industry,2023,Finance and insurance,"Employment expectations, next 12 months",Will increase,44%,99
Industry,2023,Healthcare and education,"Employment expectations, next 12 months",Will increase,46%,721
Industry,2023,Leisure and hospitality,"Employment expectations, next 12 months",Will increase,37%,822
Industry,2023,Manufacturing,"Employment expectations, next 12 months",Will increase,39%,745
Industry,2023,Non-manufacturing goods production & associated services,"Employment expectations, next 12 months",Will increase,37%,1030
Industry,2023,Professional services and real estate,"Employment expectations, next 12 months",Will increase,45%,1122
Industry,2023,Retail,"Employment expectations, next 12 months",Will increase,25%,685
Industry,2016,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,54%,1068
Industry,2016,Finance and insurance,"Profitability, end of prior year",Operating at a profit,74%,223
Industry,2016,Healthcare and education,"Profitability, end of prior year",Operating at a profit,47%,575
Industry,2016,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,47%,605
Industry,2016,Manufacturing,"Profitability, end of prior year",Operating at a profit,49%,1260
Industry,2016,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,57%,2221
Industry,2016,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,62%,2758
Industry,2016,Retail,"Profitability, end of prior year",Operating at a profit,52%,923
Industry,2017,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,55%,960
Industry,2017,Finance and insurance,"Profitability, end of prior year",Operating at a profit,72%,291
Industry,2017,Healthcare and education,"Profitability, end of prior year",Operating at a profit,59%,638
Industry,2017,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,42%,502
Industry,2017,Manufacturing,"Profitability, end of prior year",Operating at a profit,53%,1311
Industry,2017,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,61%,1562
Industry,2017,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,62%,1859
Industry,2017,Retail,"Profitability, end of prior year",Operating at a profit,51%,707
Industry,2018,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,54%,826
Industry,2018,Finance and insurance,"Profitability, end of prior year",Operating at a profit,74%,142
Industry,2018,Healthcare and education,"Profitability, end of prior year",Operating at a profit,54%,540
Industry,2018,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,43%,513
Industry,2018,Manufacturing,"Profitability, end of prior year",Operating at a profit,59%,990
Industry,2018,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,60%,1240
Industry,2018,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,61%,1340
Industry,2018,Retail,"Profitability, end of prior year",Operating at a profit,53%,689
Industry,2019,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,53%,669
Industry,2019,Finance and insurance,"Profitability, end of prior year",Operating at a profit,68%,121
Industry,2019,Healthcare and education,"Profitability, end of prior year",Operating at a profit,62%,437
Industry,2019,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,48%,452
Industry,2019,Manufacturing,"Profitability, end of prior year",Operating at a profit,54%,659
Industry,2019,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,58%,950
Industry,2019,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,64%,1110
Industry,2019,Retail,"Profitability, end of prior year",Operating at a profit,52%,544
Industry,2020,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,61%,1376
Industry,2020,Finance and insurance,"Profitability, end of prior year",Operating at a profit,73%,158
Industry,2020,Healthcare and education,"Profitability, end of prior year",Operating at a profit,65%,974
Industry,2020,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,61%,1321
Industry,2020,Manufacturing,"Profitability, end of prior year",Operating at a profit,64%,991
Industry,2020,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,66%,1537
Industry,2020,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,68%,1884
Industry,2020,Retail,"Profitability, end of prior year",Operating at a profit,62%,984
Industry,2021,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,27%,1526
Industry,2021,Finance and insurance,"Profitability, end of prior year",Operating at a profit,56%,163
Industry,2021,Healthcare and education,"Profitability, end of prior year",Operating at a profit,29%,1345
Industry,2021,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,14%,1647
Industry,2021,Manufacturing,"Profitability, end of prior year",Operating at a profit,40%,1066
Industry,2021,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,40%,1591
Industry,2021,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,44%,1740
Industry,2021,Retail,"Profitability, end of prior year",Operating at a profit,37%,1135
Industry,2022,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,40%,1011
Industry,2022,Finance and insurance,"Profitability, end of prior year",Operating at a profit,67%,120
Industry,2022,Healthcare and education,"Profitability, end of prior year",Operating at a profit,36%,1055
Industry,2022,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,25%,1161
Industry,2022,Manufacturing,"Profitability, end of prior year",Operating at a profit,51%,860
Industry,2022,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,51%,1179
Industry,2022,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,52%,1280
Industry,2022,Retail,"Profitability, end of prior year",Operating at a profit,46%,837
Industry,2023,Business support and consumer services,"Profitability, end of prior year",Operating at a profit,42%,793
Industry,2023,Finance and insurance,"Profitability, end of prior year",Operating at a profit,70%,96
Industry,2023,Healthcare and education,"Profitability, end of prior year",Operating at a profit,39%,689
Industry,2023,Leisure and hospitality,"Profitability, end of prior year",Operating at a profit,34%,808
Industry,2023,Manufacturing,"Profitability, end of prior year",Operating at a profit,50%,737
Industry,2023,Non-manufacturing goods production & associated services,"Profitability, end of prior year",Operating at a profit,50%,1007
Industry,2023,Professional services and real estate,"Profitability, end of prior year",Operating at a profit,57%,1110
Industry,2023,Retail,"Profitability, end of prior year",Operating at a profit,43%,673
Industry,2016,Business support and consumer services,"Revenue change, prior 12 months",Increased,55%,1094
Industry,2016,Finance and insurance,"Revenue change, prior 12 months",Increased,54%,223
Industry,2016,Healthcare and education,"Revenue change, prior 12 months",Increased,51%,592
Industry,2016,Leisure and hospitality,"Revenue change, prior 12 months",Increased,56%,628
Industry,2016,Manufacturing,"Revenue change, prior 12 months",Increased,47%,1261
Industry,2016,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,47%,2231
Industry,2016,Professional services and real estate,"Revenue change, prior 12 months",Increased,54%,2791
Industry,2016,Retail,"Revenue change, prior 12 months",Increased,43%,938
Industry,2017,Business support and consumer services,"Revenue change, prior 12 months",Increased,55%,996
Industry,2017,Finance and insurance,"Revenue change, prior 12 months",Increased,64%,301
Industry,2017,Healthcare and education,"Revenue change, prior 12 months",Increased,52%,665
Industry,2017,Leisure and hospitality,"Revenue change, prior 12 months",Increased,52%,543
Industry,2017,Manufacturing,"Revenue change, prior 12 months",Increased,52%,1310
Industry,2017,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,52%,1581
Industry,2017,Professional services and real estate,"Revenue change, prior 12 months",Increased,52%,1858
Industry,2017,Retail,"Revenue change, prior 12 months",Increased,51%,729
Industry,2018,Business support and consumer services,"Revenue change, prior 12 months",Increased,60%,859
Industry,2018,Finance and insurance,"Revenue change, prior 12 months",Increased,56%,145
Industry,2018,Healthcare and education,"Revenue change, prior 12 months",Increased,57%,563
Industry,2018,Leisure and hospitality,"Revenue change, prior 12 months",Increased,55%,536
Industry,2018,Manufacturing,"Revenue change, prior 12 months",Increased,61%,997
Industry,2018,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,57%,1264
Industry,2018,Professional services and real estate,"Revenue change, prior 12 months",Increased,59%,1365
Industry,2018,Retail,"Revenue change, prior 12 months",Increased,52%,709
Industry,2019,Business support and consumer services,"Revenue change, prior 12 months",Increased,57%,682
Industry,2019,Finance and insurance,"Revenue change, prior 12 months",Increased,61%,125
Industry,2019,Healthcare and education,"Revenue change, prior 12 months",Increased,60%,441
Industry,2019,Leisure and hospitality,"Revenue change, prior 12 months",Increased,57%,459
Industry,2019,Manufacturing,"Revenue change, prior 12 months",Increased,56%,653
Industry,2019,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,54%,967
Industry,2019,Professional services and real estate,"Revenue change, prior 12 months",Increased,57%,1105
Industry,2019,Retail,"Revenue change, prior 12 months",Increased,52%,551
Industry,2020,Business support and consumer services,"Revenue change, prior 12 months",Increased,11%,1438
Industry,2020,Finance and insurance,"Revenue change, prior 12 months",Increased,24%,158
Industry,2020,Healthcare and education,"Revenue change, prior 12 months",Increased,6%,1027
Industry,2020,Leisure and hospitality,"Revenue change, prior 12 months",Increased,4%,1389
Industry,2020,Manufacturing,"Revenue change, prior 12 months",Increased,19%,1011
Industry,2020,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,16%,1597
Industry,2020,Professional services and real estate,"Revenue change, prior 12 months",Increased,18%,1912
Industry,2020,Retail,"Revenue change, prior 12 months",Increased,18%,1029
Industry,2021,Business support and consumer services,"Revenue change, prior 12 months",Increased,37%,1606
Industry,2021,Finance and insurance,"Revenue change, prior 12 months",Increased,34%,167
Industry,2021,Healthcare and education,"Revenue change, prior 12 months",Increased,28%,1417
Industry,2021,Leisure and hospitality,"Revenue change, prior 12 months",Increased,36%,1727
Industry,2021,Manufacturing,"Revenue change, prior 12 months",Increased,47%,1074
Industry,2021,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,40%,1658
Industry,2021,Professional services and real estate,"Revenue change, prior 12 months",Increased,41%,1783
Industry,2021,Retail,"Revenue change, prior 12 months",Increased,43%,1185
Industry,2022,Business support and consumer services,"Revenue change, prior 12 months",Increased,47%,1029
Industry,2022,Finance and insurance,"Revenue change, prior 12 months",Increased,40%,119
Industry,2022,Healthcare and education,"Revenue change, prior 12 months",Increased,39%,1070
Industry,2022,Leisure and hospitality,"Revenue change, prior 12 months",Increased,44%,1154
Industry,2022,Manufacturing,"Revenue change, prior 12 months",Increased,57%,860
Industry,2022,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,48%,1211
Industry,2022,Professional services and real estate,"Revenue change, prior 12 months",Increased,47%,1290
Industry,2022,Retail,"Revenue change, prior 12 months",Increased,37%,856
Industry,2023,Business support and consumer services,"Revenue change, prior 12 months",Increased,45%,784
Industry,2023,Finance and insurance,"Revenue change, prior 12 months",Increased,46%,99
Industry,2023,Healthcare and education,"Revenue change, prior 12 months",Increased,50%,700
Industry,2023,Leisure and hospitality,"Revenue change, prior 12 months",Increased,41%,791
Industry,2023,Manufacturing,"Revenue change, prior 12 months",Increased,39%,720
Industry,2023,Non-manufacturing goods production & associated services,"Revenue change, prior 12 months",Increased,41%,1019
Industry,2023,Professional services and real estate,"Revenue change, prior 12 months",Increased,46%,1083
Industry,2023,Retail,"Revenue change, prior 12 months",Increased,30%,660
Industry,2016,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,72%,1103
Industry,2016,Finance and insurance,"Revenue expectations, next 12 months",Will increase,65%,222
Industry,2016,Healthcare and education,"Revenue expectations, next 12 months",Will increase,69%,594
Industry,2016,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,67%,633
Industry,2016,Manufacturing,"Revenue expectations, next 12 months",Will increase,74%,1264
Industry,2016,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,68%,2244
Industry,2016,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,72%,2794
Industry,2016,Retail,"Revenue expectations, next 12 months",Will increase,67%,941
Industry,2017,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,71%,1007
Industry,2017,Finance and insurance,"Revenue expectations, next 12 months",Will increase,79%,301
Industry,2017,Healthcare and education,"Revenue expectations, next 12 months",Will increase,74%,670
Industry,2017,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,76%,548
Industry,2017,Manufacturing,"Revenue expectations, next 12 months",Will increase,76%,1328
Industry,2017,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,71%,1599
Industry,2017,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,72%,1882
Industry,2017,Retail,"Revenue expectations, next 12 months",Will increase,68%,738
Industry,2018,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,75%,867
Industry,2018,Finance and insurance,"Revenue expectations, next 12 months",Will increase,76%,145
Industry,2018,Healthcare and education,"Revenue expectations, next 12 months",Will increase,75%,566
Industry,2018,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,72%,538
Industry,2018,Manufacturing,"Revenue expectations, next 12 months",Will increase,73%,997
Industry,2018,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,71%,1279
Industry,2018,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,74%,1368
Industry,2018,Retail,"Revenue expectations, next 12 months",Will increase,65%,720
Industry,2019,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,67%,687
Industry,2019,Finance and insurance,"Revenue expectations, next 12 months",Will increase,75%,125
Industry,2019,Healthcare and education,"Revenue expectations, next 12 months",Will increase,70%,429
Industry,2019,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,68%,457
Industry,2019,Manufacturing,"Revenue expectations, next 12 months",Will increase,72%,655
Industry,2019,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,67%,965
Industry,2019,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,74%,1099
Industry,2019,Retail,"Revenue expectations, next 12 months",Will increase,63%,550
Industry,2020,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,38%,1448
Industry,2020,Finance and insurance,"Revenue expectations, next 12 months",Will increase,49%,161
Industry,2020,Healthcare and education,"Revenue expectations, next 12 months",Will increase,45%,1043
Industry,2020,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,38%,1392
Industry,2020,Manufacturing,"Revenue expectations, next 12 months",Will increase,49%,1016
Industry,2020,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,40%,1599
Industry,2020,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,43%,1925
Industry,2020,Retail,"Revenue expectations, next 12 months",Will increase,36%,1032
Industry,2021,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,58%,1611
Industry,2021,Finance and insurance,"Revenue expectations, next 12 months",Will increase,58%,166
Industry,2021,Healthcare and education,"Revenue expectations, next 12 months",Will increase,59%,1432
Industry,2021,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,55%,1735
Industry,2021,Manufacturing,"Revenue expectations, next 12 months",Will increase,66%,1087
Industry,2021,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,55%,1671
Industry,2021,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,63%,1797
Industry,2021,Retail,"Revenue expectations, next 12 months",Will increase,58%,1193
Industry,2022,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,57%,1036
Industry,2022,Finance and insurance,"Revenue expectations, next 12 months",Will increase,52%,121
Industry,2022,Healthcare and education,"Revenue expectations, next 12 months",Will increase,60%,1093
Industry,2022,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,56%,1164
Industry,2022,Manufacturing,"Revenue expectations, next 12 months",Will increase,65%,867
Industry,2022,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,58%,1227
Industry,2022,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,59%,1305
Industry,2022,Retail,"Revenue expectations, next 12 months",Will increase,46%,861
Industry,2023,Business support and consumer services,"Revenue expectations, next 12 months",Will increase,57%,795
Industry,2023,Finance and insurance,"Revenue expectations, next 12 months",Will increase,65%,100
Industry,2023,Healthcare and education,"Revenue expectations, next 12 months",Will increase,66%,711
Industry,2023,Leisure and hospitality,"Revenue expectations, next 12 months",Will increase,53%,802
Industry,2023,Manufacturing,"Revenue expectations, next 12 months",Will increase,58%,734
Industry,2023,Non-manufacturing goods production & associated services,"Revenue expectations, next 12 months",Will increase,53%,1029
Industry,2023,Professional services and real estate,"Revenue expectations, next 12 months",Will increase,63%,1106
Industry,2023,Retail,"Revenue expectations, next 12 months",Will increase,47%,668
Industry,2016,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,59%,1087
Industry,2016,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,42%,221
Industry,2016,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,59%,596
Industry,2016,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,66%,631
Industry,2016,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,65%,1253
Industry,2016,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,61%,2226
Industry,2016,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,56%,2771
Industry,2016,Retail,Share that experienced a financial challenge,Experienced a financial challenge,58%,925
Industry,2017,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,67%,1009
Industry,2017,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,42%,300
Industry,2017,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,64%,678
Industry,2017,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,73%,549
Industry,2017,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,63%,1328
Industry,2017,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,63%,1606
Industry,2017,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,61%,1884
Industry,2017,Retail,Share that experienced a financial challenge,Experienced a financial challenge,67%,743
Industry,2018,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,64%,871
Industry,2018,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,47%,143
Industry,2018,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,64%,566
Industry,2018,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,72%,534
Industry,2018,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,61%,1003
Industry,2018,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,66%,1281
Industry,2018,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,61%,1373
Industry,2018,Retail,Share that experienced a financial challenge,Experienced a financial challenge,68%,719
Industry,2019,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,68%,704
Industry,2019,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,48%,125
Industry,2019,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,67%,454
Industry,2019,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,71%,470
Industry,2019,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,68%,666
Industry,2019,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,70%,985
Industry,2019,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,62%,1128
Industry,2019,Retail,Share that experienced a financial challenge,Experienced a financial challenge,69%,568
Industry,2020,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,84%,1460
Industry,2020,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,62%,161
Industry,2020,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,88%,1043
Industry,2020,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,93%,1400
Industry,2020,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,73%,1018
Industry,2020,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,80%,1603
Industry,2020,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,73%,1927
Industry,2020,Retail,Share that experienced a financial challenge,Experienced a financial challenge,82%,1033
Industry,2021,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,87%,1639
Industry,2021,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,69%,168
Industry,2021,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,91%,1457
Industry,2021,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,94%,1757
Industry,2021,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,85%,1104
Industry,2021,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,83%,1685
Industry,2021,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,83%,1832
Industry,2021,Retail,Share that experienced a financial challenge,Experienced a financial challenge,83%,1209
Industry,2022,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,95%,1070
Industry,2022,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,77%,121
Industry,2022,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,94%,1121
Industry,2022,Leisure and hospitality,Share that experienced a financial challenge,Experienced a financial challenge,99%,1196
Industry,2022,Manufacturing,Share that experienced a financial challenge,Experienced a financial challenge,95%,889
Industry,2022,Non-manufacturing goods production & associated services,Share that experienced a financial challenge,Experienced a financial challenge,94%,1240
Industry,2022,Professional services and real estate,Share that experienced a financial challenge,Experienced a financial challenge,91%,1319
Industry,2022,Retail,Share that experienced a financial challenge,Experienced a financial challenge,97%,881
Industry,2023,Business support and consumer services,Share that experienced a financial challenge,Experienced a financial challenge,93%,824
Industry,2023,Finance and insurance,Share that experienced a financial challenge,Experienced a financial challenge,75%,100
Industry,2023,Healthcare and education,Share that experienced a financial challenge,Experienced a financial challenge,93%,724
